year,constructorId,name,races,wins,podiums,avg_finish,total_points,win_rate,podium_rate,avg_points,TDI
1964,brabham,Brabham,10,3,9,12.0375,0.6153846153846154,0.5,0.9,6.4,0.6461538461538462
1964,brm,BRM,10,2,7,9.35135135135135,0.6730769230769231,0.33333333333333337,0.7,7.0,0.5608974358974359
1964,brp,BRP,8,0,0,12.714285714285714,0.04807692307692308,0.0,0.0,0.625,0.019230769230769232
1964,cooper,Cooper,10,0,2,12.125,0.15384615384615385,0.0,0.2,1.6,0.11153846153846154
1964,derrington-francis,Derrington-Francis,1,0,0,16.0,0.0,0.0,0.0,0.0,0.0
1964,ferrari,Ferrari,10,3,10,7.5,0.6153846153846154,0.5,1.0,6.4,0.6711538461538462
1964,honda,Honda,3,0,0,15.333333333333334,0.0,0.0,0.0,0.0,0.0
1964,lotus,Lotus,10,6,10,11.471698113207546,1.0,1.0,1.0,10.4,1.0
1964,porsche,Porsche,2,0,0,20.0,0.0,0.0,0.0,0.0,0.0
1964,scirocco,Scirocco,2,0,0,19.0,0.0,0.0,0.0,0.0,0.0
1965,alfa-special,Alfa Special,1,0,0,10.0,0.0,0.0,0.0,0.0,0.0
1965,brabham,Brabham,10,0,12,11.272727272727272,1.0,0.0,1.0,8.7,0.65
1965,brm,BRM,10,3,11,8.517241379310345,0.9310344827586207,0.5,0.9166666666666667,8.1,0.7765804597701149
